"file","project","year","section","from","to"
"naomprss_2015_228_234.md","Morpheus",2015,"# D. Section D: Performance",439,449
"naomprss_2015_235_242.md","Successor",2015,"# A. Section A: The Project",129,518
"naomprss_2015_235_242.md","Successor",2015,"# C. Section C: Timescale",518,589
"naomprss_2015_235_242.md","Successor",2015,"# D. Section D: Performance",589,601
"naomprss_2015_28_55.md","Astute Class Submarines",2015,"# A. Section A: The Project",134,470
"naomprss_2015_28_55.md","Astute Class Submarines",2015,"# B. Section B: Cost",470,2107
"naomprss_2015_28_55.md","Astute Class Submarines",2015,"# C. Section C: Timescale",2107,3059
"naomprss_2015_28_55.md","Astute Class Submarines",2015,"# D. Section D: Performance",3059,4159
"naomprss_2015_56_80.md","Complex Weapons Pipeline",2015,"# A. Section A: The Project",133,589
"naomprss_2015_56_80.md","Complex Weapons Pipeline",2015,"# B. Section B: Cost",589,1194
"naomprss_2015_56_80.md","Complex Weapons Pipeline",2015,"# C. Section C: Timescale",1194,1932
"naomprss_2015_56_80.md","Complex Weapons Pipeline",2015,"# D. Section D: Performance",1932,3387
"naomprss_2015_81_91.md","Core Production Capability",2015,"# A. Section A: The Project",113,427
"naomprss_2015_81_91.md","Core Production Capability",2015,"# B. Section B: Cost",427,628
"naomprss_2015_81_91.md","Core Production Capability",2015,"# C. Section C: Timescale",628,914
"naomprss_2015_81_91.md","Core Production Capability",2015,"# D. Section D: Performance",914,1100
"naomprss_2015_92_109.md","Joint Combat Aircraft (Lightning II)",2015,"# A. Section A: The Project",92,266
"naomprss_2015_92_109.md","Joint Combat Aircraft (Lightning II)",2015,"# B. Section B: Cost",266,826
"naomprss_2015_92_109.md","Joint Combat Aircraft (Lightning II)",2015,"# C. Section C: Timescale",826,1003
"naomprss_2015_92_109.md","Joint Combat Aircraft (Lightning II)",2015,"# D. Section D: Performance",1003,1724
